response_datetime,problem,is_911_call,primary_offense,subject_injury,force_type,force_type_action,race,sex,age,type_resistance,precinct,neighborhood
2019/03/30 01:00:45,Person with a Gun ,Yes,DASLT2  ,Unknown,Bodily Force,Takedown,Black,Male,49.0,Verbal Non-Compliance                                                          ,4,McKinley
2019/03/30 18:31:04,Assist Other Agency ,No,FORCE   ,Unknown,Bodily Force,Takedown,Black,Male,23.0,Tensed                                                                         ,1,Downtown West
2019/03/30 21:14:46,Unknown Trouble ,Yes,OBSTRU  ,Unknown,Bodily Force,Body Weight Pin,White,Male,59.0,Tensed                                                                         ,1,Downtown West
2019/03/30 21:14:46,Unknown Trouble ,Yes,OBSTRU  ,Unknown,Bodily Force,Takedown,White,Male,59.0,Tensed                                                                         ,1,Downtown West
2019/03/30 21:14:46,Unknown Trouble ,Yes,OBSTRU  ,Unknown,Bodily Force,Body Weight Pin,White,Male,59.0,Tensed                                                                         ,1,Downtown West
2019/03/30 21:33:39,Unwanted Person ,Yes,WT      ,Unknown,Taser,Firing Darts,Black,Male,26.0,Tensed                                                                         ,3,Ventura Village
2019/03/30 21:33:39,Unwanted Person ,Yes,WT      ,Unknown,Bodily Force,Knee,Black,Male,26.0,Tensed                                                                         ,3,Ventura Village
2019/03/31 03:35:15,Domestic Abuse-In Progress ,No,DASTR   ,Unknown,Bodily Force,Neck Restraint: subject did not lose conciousness,Black,Male,51.0,Commission of a Crime                                                          ,4,Cleveland
2019/03/31 03:49:50,Unknown Wireless/Cell Phone,Yes,DASLT5  ,Unknown,Bodily Force,Body Weight Pin,Black,Male,24.0,Commission of a Crime                                                          ,4,Folwell
2019/03/31 03:49:50,Unknown Wireless/Cell Phone,Yes,DASLT5  ,Unknown,Bodily Force,Neck Restraint: subject lost conciousness,Black,Male,24.0,Commission of a Crime                                                          ,4,Folwell
2019/03/31 03:49:50,Unknown Wireless/Cell Phone,Yes,DASLT5  ,Unknown,Bodily Force,Takedown,Black,Male,24.0,Tensed                                                                         ,4,Folwell
2019/03/31 03:49:50,Unknown Wireless/Cell Phone,Yes,DASLT5  ,Unknown,Bodily Force,Punch,Black,Male,24.0,Commission of a Crime                                                          ,4,Folwell
2019/03/31 03:49:50,Unknown Wireless/Cell Phone,Yes,DASLT5  ,Unknown,Bodily Force,Neck Restraint: subject did not lose conciousness,Black,Male,24.0,Tensed                                                                         ,4,Folwell
2019/04/01 02:22:34,Disturbance ,No,FORCE   ,Unknown,Chemical Irritant,Crowd Control Mace,Black,Male,,,1,Downtown West
2019/04/01 05:13:02,Unwanted Person ,No,FORCE   ,Unknown,Bodily Force,Body Weight Pin,Native American,Male,34.0,Other                                                                          ,3,Ventura Village
2019/04/01 05:13:02,Unwanted Person ,No,FORCE   ,Unknown,Bodily Force,Body Weight Pin,Native American,Male,34.0,Other                                                                          ,3,Ventura Village
2019/04/01 05:13:02,Unwanted Person ,No,FORCE   ,Unknown,Maximal Restraint Technique,Side Recovery Position,Native American,Male,34.0,Other                                                                          ,3,Ventura Village
2019/04/01 05:13:02,Unwanted Person ,No,FORCE   ,Unknown,Bodily Force,Joint Lock,Native American,Male,34.0,Other                                                                          ,3,Ventura Village
2019/04/01 05:13:02,Unwanted Person ,No,FORCE   ,Unknown,Maximal Restraint Technique,Side Recovery Position,Native American,Male,34.0,Other                                                                          ,3,Ventura Village
2019/04/01 16:28:17,Suspicious Person ,No,THEFT   ,Unknown,Bodily Force,Joint Lock,White,Female,35.0,Tensed                                                                         ,1,Downtown West
2019/04/01 16:28:17,Suspicious Person ,No,THEFT   ,Unknown,Bodily Force,Body Weight Pin,White,Female,35.0,Tensed                                                                         ,1,Downtown West
2019/04/01 19:21:39,Fight ,Yes,ASLT3   ,Unknown,Bodily Force,Takedown,Black,Male,27.0,Other                                                                          ,1,Downtown West
2019/04/03 19:10:02,Emotionally Disturb Person ,Yes,CIC     ,Unknown,Bodily Force,Body Weight Pin,Black,Male,34.0,Other                                                                          ,3,Diamond Lake
2019/04/03 19:10:02,Emotionally Disturb Person ,Yes,CIC     ,Unknown,Bodily Force,Takedown,Black,Male,34.0,Other                                                                          ,3,Diamond Lake
2019/04/03 20:48:03,On Site ,No,SHOPLF  ,Unknown,Chemical Irritant,Personal Mace,Black,Male,28.0,Fled on Foot                                                                   ,4,Hawthorne
2019/04/04 02:44:38,Theft ,Yes,THEFT   ,Unknown,Bodily Force,Body Weight Pin,Native American,Male,34.0,Tensed                                                                         ,5,CARAG
2019/04/04 02:44:38,Theft ,Yes,THEFT   ,Unknown,Bodily Force,Takedown,Native American,Male,34.0,Other                                                                          ,5,CARAG
2019/04/04 02:44:38,Theft ,Yes,THEFT   ,Unknown,Bodily Force,Joint Lock,Native American,Male,34.0,Other                                                                          ,5,CARAG
2019/04/04 02:44:38,Theft ,Yes,THEFT   ,Unknown,Bodily Force,Body Weight Pin,Native American,Male,34.0,Other                                                                          ,5,CARAG
2019/04/04 15:07:09,Damage Property-In Progress,Yes,DAMMV   ,Unknown,Bodily Force,Takedown,Black,Male,35.0,Other                                                                          ,3,Ventura Village
2019/04/04 15:07:09,Damage Property-In Progress,Yes,DAMMV   ,Unknown,Taser,Firing Darts,Black,Male,35.0,Other                                                                          ,3,Ventura Village
2019/04/05 07:46:04,Traffic Law Enforcement ,No,MJINMV  ,Unknown,Bodily Force,Body Weight Pin,Black,Male,29.0,Fled on Foot                                                                   ,1,North Loop
2019/04/05 07:46:04,Traffic Law Enforcement ,No,MJINMV  ,Unknown,Taser,Firing Darts,Black,Male,29.0,Fled on Foot                                                                   ,1,North Loop
2019/04/05 21:31:04,Suspicious Person ,No,TRSPAS  ,Unknown,Bodily Force,Takedown,White,Male,54.0,Fled on Foot                                                                   ,1,Downtown West
2019/04/05 21:31:04,Suspicious Person ,No,TRSPAS  ,Unknown,Bodily Force,Body Weight Pin,White,Male,54.0,Fled on Foot                                                                   ,1,Downtown West
2019/04/05 21:49:29,Suspicious Person ,No,DISCON  ,Unknown,Bodily Force,Body Weight Pin,Black,Female,24.0,Commission of a Crime                                                          ,1,Downtown West
2019/04/05 23:31:41,Suspicious Vehicle ,No,DAS     ,Unknown,Bodily Force,Body Weight Pin,Black,Male,32.0,Fled on Foot                                                                   ,2,Marcy Holmes
2019/04/05 23:31:41,Suspicious Vehicle ,No,DAS     ,Unknown,Bodily Force,Takedown,Black,Male,32.0,Fled on Foot                                                                   ,2,Marcy Holmes
2019/04/05 23:46:51,Suspicious Person ,No,OBSTRU  ,Unknown,Taser,Red Dot,Black,Male,29.0,Commission of a Crime                                                          ,1,Downtown West
2019/04/05 23:46:51,Suspicious Person ,No,OBSTRU  ,Unknown,Bodily Force,Takedown,Black,Male,29.0,Commission of a Crime                                                          ,1,Downtown West
2019/04/05 23:46:51,Suspicious Person ,No,OBSTRU  ,Unknown,Bodily Force,Body Weight Pin,Black,Male,29.0,Commission of a Crime                                                          ,1,Downtown West
2019/04/06 16:08:09,Suspicious Person ,No,THFTSW  ,Unknown,Bodily Force,Body Weight Pin,Black,Male,54.0,Fled on Foot                                                                   ,1,Elliot Park
2019/04/06 16:08:09,Suspicious Person ,No,THFTSW  ,Unknown,Bodily Force,Takedown,Black,Male,54.0,Fled on Foot                                                                   ,1,Elliot Park
2019/04/06 19:52:13,Fight ,No,DISCON  ,Unknown,Bodily Force,Body Weight Pin,,Male,60.0,Tensed                                                                         ,1,Downtown East
2019/04/06 21:02:18,Suspicious Person ,No,OBSTRU  ,Unknown,Bodily Force,Joint Lock,Black,Male,47.0,Tensed                                                                         ,1,Downtown West
2019/04/06 21:02:18,Suspicious Person ,No,OBSTRU  ,Unknown,Taser,Firing Darts,Black,Male,47.0,Tensed                                                                         ,1,Downtown West
2019/04/06 21:02:18,Suspicious Person ,No,OBSTRU  ,Unknown,Bodily Force,Body Weight Pin,Black,Male,47.0,Tensed                                                                         ,1,Downtown West
2019/04/06 21:42:52,Unknown Trouble ,Yes,DOMEN   ,Unknown,Taser,Firing Darts,Black,Male,43.0,Other                                                                          ,4,Hawthorne
2019/04/06 21:55:11,Disturbance ,Yes,OBSTRU  ,Unknown,Bodily Force,Neck Restraint: subject did not lose conciousness,Black,Male,29.0,Tensed                                                                         ,4,Near - North
2019/04/06 21:55:11,Disturbance ,Yes,OBSTRU  ,Unknown,Bodily Force,Slap,Black,Male,29.0,Tensed                                                                         ,4,Near - North
2019/04/06 21:55:11,Disturbance ,Yes,OBSTRU  ,Unknown,Bodily Force,Takedown,Black,Male,29.0,Tensed                                                                         ,4,Near - North
2019/04/06 21:55:11,Disturbance ,Yes,OBSTRU  ,Unknown,Bodily Force,Joint Lock,Black,Male,29.0,Tensed                                                                         ,4,Near - North
2019/04/06 21:55:11,Disturbance ,Yes,OBSTRU  ,Unknown,Bodily Force,Body Weight Pin,Black,Male,29.0,Tensed                                                                         ,4,Near - North
2019/04/06 21:55:11,Disturbance ,Yes,OBSTRU  ,Unknown,Bodily Force,Takedown,Black,Male,29.0,Tensed                                                                         ,4,Near - North
2019/04/06 21:55:11,Disturbance ,Yes,OBSTRU  ,Unknown,Bodily Force,Joint Lock,Black,Male,29.0,Tensed                                                                         ,4,Near - North
2019/04/06 21:55:11,Disturbance ,Yes,OBSTRU  ,Unknown,Bodily Force,Body Weight Pin,Black,Male,29.0,Tensed                                                                         ,4,Near - North
2019/04/06 21:55:11,Disturbance ,Yes,OBSTRU  ,Unknown,Bodily Force,Push Away,Black,Male,29.0,Tensed                                                                         ,4,Near - North
2019/04/06 22:30:47,Suspicious Person ,Yes,BURGD   ,Unknown,Police K9 Bite,On Lead,White,Male,25.0,Commission of a Crime                                                          ,2,Logan Park
2019/04/06 22:30:47,Suspicious Person ,Yes,BURGD   ,Unknown,Bodily Force,Body Weight Pin,White,Male,25.0,Other                                                                          ,2,Logan Park
2019/04/06 22:30:47,Suspicious Person ,Yes,BURGD   ,Unknown,Maximal Restraint Technique,Side Recovery Position,White,Male,25.0,Tensed                                                                         ,2,Logan Park
2019/04/06 22:30:47,Suspicious Person ,Yes,BURGD   ,Unknown,Maximal Restraint Technique,Side Recovery Position,White,Male,25.0,Other                                                                          ,2,Logan Park
2019/04/06 22:30:47,Suspicious Person ,Yes,BURGD   ,Unknown,Maximal Restraint Technique,Side Recovery Position,White,Male,25.0,Other                                                                          ,2,Logan Park
2019/04/06 22:30:47,Suspicious Person ,Yes,BURGD   ,Unknown,Bodily Force,Body Weight Pin,White,Male,25.0,Commission of a Crime                                                          ,2,Logan Park
2019/04/06 22:30:47,Suspicious Person ,Yes,BURGD   ,Unknown,Bodily Force,Joint Lock,White,Male,25.0,Other                                                                          ,2,Logan Park
2019/04/06 22:30:47,Suspicious Person ,Yes,BURGD   ,Unknown,Bodily Force,Body Weight Pin,White,Male,25.0,Other                                                                          ,2,Logan Park
2019/04/06 22:30:47,Suspicious Person ,Yes,BURGD   ,Unknown,Bodily Force,Body Weight Pin,White,Male,25.0,Tensed                                                                         ,2,Logan Park
2019/04/07 02:04:07,Disturbance ,No,DISCON  ,Unknown,Chemical Irritant,Crowd Control Mace,Black,Male,,Tensed                                                                         ,1,Downtown West
2019/04/07 02:04:07,Disturbance ,No,DISCON  ,Unknown,Chemical Irritant,Crowd Control Mace,Black,Female,,Commission of a Crime                                                          ,1,Downtown West
2019/04/07 03:05:45,Unknown Trouble ,No,FORCE   ,Unknown,Chemical Irritant,Crowd Control Mace,Black,Female,,Other                                                                          ,1,Downtown West
2019/04/07 11:07:21,Emotionally Disturb Person ,Yes,ASLT5   ,Unknown,Bodily Force,Takedown,Native American,Male,21.0,Commission of a Crime                                                          ,4,Harrison
2019/04/07 18:51:22,Damage Property-In Progress,Yes,DISCON  ,Unknown,Bodily Force,Takedown,Black,Female,42.0,Tensed                                                                         ,5,Steven's Square - Loring Heights
2019/04/07 18:51:22,Damage Property-In Progress,Yes,DISCON  ,Unknown,Bodily Force,Body Weight Pin,Black,Female,42.0,Tensed                                                                         ,5,Steven's Square - Loring Heights
2019/04/07 23:35:12,Unwanted Person ,No,OBSTRU  ,Unknown,Bodily Force,Body Weight Pin,White,Male,53.0,Other                                                                          ,5,Whittier
2019/04/07 23:35:12,Unwanted Person ,No,OBSTRU  ,Unknown,Bodily Force,Punch,White,Male,53.0,Other                                                                          ,5,Whittier
2019/04/07 23:35:12,Unwanted Person ,No,OBSTRU  ,Unknown,Bodily Force,Takedown,White,Male,53.0,Other                                                                          ,5,Whittier
2019/04/07 23:47:13,Suspicious Person ,No,FLEEFT  ,Unknown,Taser,Firing Darts,Black,Male,29.0,Fled on Foot                                                                   ,1,Downtown West
2019/04/08 13:27:56,Disturbance ,Yes,DISCON  ,Unknown,Taser,Firing Darts,Black,Male,24.0,Tensed                                                                         ,2,Marshall Terrace
2019/04/08 19:43:31,Disturbance ,No,FORCE   ,Unknown,Chemical Irritant,Personal Mace,,Male,,Commission of a Crime                                                          ,1,Downtown West
2019/04/08 21:15:25,Unknown Trouble ,No,DISCON  ,Unknown,Bodily Force,Body Weight Pin,Black,Male,16.0,Tensed                                                                         ,1,Downtown West
2019/04/08 21:15:25,Unknown Trouble ,No,DISCON  ,Unknown,Chemical Irritant,Crowd Control Mace,Black,Male,14.0,Other                                                                          ,1,Downtown West
2019/04/08 21:15:25,Unknown Trouble ,No,DISCON  ,Unknown,Bodily Force,Body Weight Pin,Black,Male,16.0,Fled on Foot                                                                   ,1,Downtown West
2019/04/08 21:15:25,Unknown Trouble ,No,DISCON  ,Unknown,Bodily Force,Takedown,Black,Male,16.0,Fled on Foot                                                                   ,1,Downtown West
2019/04/08 21:15:25,Unknown Trouble ,No,DISCON  ,Unknown,Chemical Irritant,Crowd Control Mace,Black,Male,16.0,Other                                                                          ,1,Downtown West
2019/04/10 07:14:12,Domestic Abuse-In Progress ,Yes,CIC     ,Unknown,Bodily Force,Body Weight Pin,Black,Male,14.0,Tensed                                                                         ,4,Hawthorne
2019/04/10 07:14:12,Domestic Abuse-In Progress ,Yes,CIC     ,Unknown,Bodily Force,Joint Lock,Black,Male,14.0,Tensed                                                                         ,4,Hawthorne
2019/04/10 10:11:09,Suspicious Person ,No,CIC     ,Unknown,Bodily Force,Body Weight Pin,Black,Male,21.0,Verbal Non-Compliance                                                          ,4,Near - North
2019/04/10 10:11:09,Suspicious Person ,No,CIC     ,Unknown,Bodily Force,Body Weight Pin,Black,Male,21.0,Other                                                                          ,4,Near - North
2019/04/10 10:11:09,Suspicious Person ,No,CIC     ,Unknown,Bodily Force,Punch,Black,Male,21.0,Other                                                                          ,4,Near - North
2019/04/10 10:11:09,Suspicious Person ,No,CIC     ,Unknown,Bodily Force,Body Weight Pin,Black,Male,21.0,Other                                                                          ,4,Near - North
2019/04/10 22:45:54,Sound of Shots Fired ,Yes,ROBPAG  ,Unknown,Bodily Force,Body Weight Pin,Black,Male,16.0,Fled in a Vehicle                                                              ,5,Fulton
2019/04/10 22:45:54,Sound of Shots Fired ,Yes,ROBPAG  ,Unknown,Bodily Force,Body Weight Pin,Black,Male,18.0,Fled in a Vehicle                                                              ,5,Fulton
2019/04/10 22:45:54,Sound of Shots Fired ,Yes,ROBPAG  ,Unknown,Bodily Force,Joint Lock,Black,Male,16.0,Fled in a Vehicle                                                              ,5,Fulton
2019/04/11 06:02:49,Recover Vehicle ,Yes,STOLMV  ,Unknown,Bodily Force,Body Weight Pin,Black,Male,27.0,Tensed                                                                         ,4,Hawthorne
2019/04/11 21:15:53,Assault in Progress ,No,ASLT4   ,Unknown,Bodily Force,Slap,Black,Male,20.0,,1,Elliot Park
2019/04/11 21:15:53,Assault in Progress ,No,ASLT4   ,Unknown,Bodily Force,Punch,Black,Male,20.0,Assaulted Officer                                                              ,1,Elliot Park
2019/04/11 21:15:53,Assault in Progress ,No,ASLT4   ,Unknown,Bodily Force,Knee,Black,Male,20.0,Assaulted Officer                                                              ,1,Elliot Park
2019/04/11 21:15:53,Assault in Progress ,No,ASLT4   ,Unknown,Bodily Force,Body Weight Pin,Black,Male,20.0,Assaulted Officer                                                              ,1,Elliot Park
2019/04/11 21:15:53,Assault in Progress ,No,ASLT4   ,Unknown,Maximal Restraint Technique,Side Recovery Position,Black,Male,20.0,Assaulted Officer                                                              ,1,Elliot Park
2019/04/11 21:15:53,Assault in Progress ,No,ASLT4   ,Unknown,Bodily Force,Takedown,Black,Male,20.0,,1,Elliot Park
2019/04/11 21:15:53,Assault in Progress ,No,ASLT4   ,Unknown,Bodily Force,Body Weight Pin,Black,Male,20.0,,1,Elliot Park
2019/04/11 21:15:53,Assault in Progress ,No,ASLT4   ,Unknown,Maximal Restraint Technique,Side Recovery Position,Black,Male,20.0,Assaulted Officer                                                              ,1,Elliot Park
2019/04/12 01:40:23,Assault in Progress ,No,DISCON  ,Unknown,Chemical Irritant,Personal Mace,Black,Male,21.0,Commission of a Crime                                                          ,1,Downtown West
2019/04/12 03:03:22,Robbery Dwell in Progress ,Yes,FORCE   ,Unknown,Bodily Force,Body Weight Pin,White,Male,22.0,Tensed                                                                         ,2,Marcy Holmes
2019/04/13 18:05:03,Suspicious Vehicle ,No,NARC    ,Unknown,Bodily Force,Body Weight Pin,Black,Male,28.0,Tensed                                                                         ,4,Folwell
2019/04/13 18:05:03,Suspicious Vehicle ,No,NARC    ,Unknown,Bodily Force,Takedown,Black,Male,28.0,Tensed                                                                         ,4,Folwell
2019/04/13 18:05:03,Suspicious Vehicle ,No,NARC    ,Unknown,Bodily Force,Body Weight Pin,Black,Male,28.0,Verbal Non-Compliance                                                          ,4,Folwell
2019/04/13 19:03:14,Slumper w/Fire ,Yes,NARC    ,Unknown,Bodily Force,Neck Restraint: subject did not lose conciousness,Black,Male,27.0,Fled on Foot                                                                   ,4,Near - North
2019/04/13 19:03:14,Slumper w/Fire ,Yes,NARC    ,Unknown,Bodily Force,Punch,Black,Male,27.0,Fled on Foot                                                                   ,4,Near - North
2019/04/13 19:03:14,Slumper w/Fire ,Yes,NARC    ,Unknown,Bodily Force,Takedown,Black,Male,27.0,Fled on Foot                                                                   ,4,Near - North
2019/04/13 19:03:14,Slumper w/Fire ,Yes,NARC    ,Unknown,Bodily Force,Body Weight Pin,Black,Male,27.0,Fled on Foot                                                                   ,4,Near - North
2019/04/13 21:46:07,Fight ,No,DISCON  ,Unknown,Chemical Irritant,Personal Mace,,,,Commission of a Crime                                                          ,3,East Phillips
2019/04/13 23:04:39,Check the Welfare ,No,CIC     ,Unknown,Bodily Force,Body Weight Pin,White,Female,31.0,Other                                                                          ,5,Lowry Hill East
2019/04/13 23:04:39,Check the Welfare ,No,CIC     ,Unknown,Bodily Force,Body Weight Pin,White,Female,31.0,Other                                                                          ,5,Lowry Hill East
2019/04/13 23:47:35,Traffic Law Enforcement ,No,DWIREF  ,Unknown,Bodily Force,Takedown,White,Male,30.0,Verbal Non-Compliance                                                          ,2,Logan Park
2019/04/13 23:47:35,Traffic Law Enforcement ,No,DWIREF  ,Unknown,Bodily Force,Takedown,White,Male,30.0,Tensed                                                                         ,2,Logan Park
2019/04/14 00:50:39,On Site ,No,TFPER   ,Unknown,Bodily Force,Body Weight Pin,Black,Male,37.0,Commission of a Crime                                                          ,1,Downtown West
2019/04/14 00:50:39,On Site ,No,TFPER   ,Unknown,Bodily Force,Takedown,Black,Male,37.0,Commission of a Crime                                                          ,1,Downtown West
2019/04/14 00:50:39,On Site ,No,TFPER   ,Unknown,Chemical Irritant,Personal Mace,Black,Male,37.0,Commission of a Crime                                                          ,1,Downtown West
2019/04/14 01:29:49,Fight ,No,DISCON  ,Unknown,Bodily Force,Knee,Black,Male,23.0,Commission of a Crime                                                          ,1,Downtown West
2019/04/14 03:08:15,Slumper ,No,DWIREF  ,Unknown,Bodily Force,Body Weight Pin,Black,Male,36.0,Fled in a Vehicle                                                              ,3,Seward
2019/04/14 03:08:15,Slumper ,No,DWIREF  ,Unknown,Bodily Force,Knee,Black,Male,36.0,Fled in a Vehicle                                                              ,3,Seward
2019/04/14 17:07:51,Poss Personal Injury Acc ,Yes,OBSTRU  ,Unknown,Bodily Force,Joint Lock,Black,Male,25.0,Commission of a Crime                                                          ,3,Ventura Village
2019/04/14 17:07:51,Poss Personal Injury Acc ,Yes,OBSTRU  ,Unknown,Bodily Force,Takedown,Black,Male,25.0,Commission of a Crime                                                          ,3,Ventura Village
2019/04/14 17:07:51,Poss Personal Injury Acc ,Yes,OBSTRU  ,Unknown,Bodily Force,Punch,Black,Male,25.0,Tensed                                                                         ,3,Ventura Village
2019/04/14 17:07:51,Poss Personal Injury Acc ,Yes,OBSTRU  ,Unknown,Bodily Force,Body Weight Pin,Black,Male,25.0,Commission of a Crime                                                          ,3,Ventura Village
2019/04/14 17:07:51,Poss Personal Injury Acc ,Yes,OBSTRU  ,Unknown,Bodily Force,Takedown,Black,Male,25.0,Commission of a Crime                                                          ,3,Ventura Village
2019/04/14 17:07:51,Poss Personal Injury Acc ,Yes,OBSTRU  ,Unknown,Bodily Force,Knee,Black,Male,25.0,Commission of a Crime                                                          ,3,Ventura Village
2019/04/14 17:07:51,Poss Personal Injury Acc ,Yes,OBSTRU  ,Unknown,Bodily Force,Punch,Black,Male,25.0,Commission of a Crime                                                          ,3,Ventura Village
2019/04/14 23:09:06,Domestic ,Yes,DASLT5  ,Unknown,Bodily Force,Joint Lock,Black,Male,35.0,Other                                                                          ,4,Hawthorne
2019/04/14 23:09:06,Domestic ,Yes,DASLT5  ,Unknown,Bodily Force,Body Weight Pin,Black,Male,35.0,Tensed                                                                         ,4,Hawthorne
2019/04/14 23:09:06,Domestic ,Yes,DASLT5  ,Unknown,Bodily Force,Punch,Black,Male,35.0,Tensed                                                                         ,4,Hawthorne
2019/04/14 23:09:06,Domestic ,Yes,DASLT5  ,Unknown,Bodily Force,Body Weight Pin,Black,Male,35.0,Other                                                                          ,4,Hawthorne
2019/04/14 23:09:06,Domestic ,Yes,DASLT5  ,Unknown,Bodily Force,Knee,Black,Male,35.0,Other                                                                          ,4,Hawthorne
2019/04/14 23:09:06,Domestic ,Yes,DASLT5  ,Unknown,Bodily Force,Punch,Black,Male,35.0,Other                                                                          ,4,Hawthorne
2019/04/14 23:09:06,Domestic ,Yes,DASLT5  ,Unknown,Bodily Force,Neck Restraint: subject did not lose conciousness,Black,Male,35.0,Fled on Foot                                                                   ,4,Hawthorne
2019/04/15 23:06:00,Disturbance ,Yes,CIC     ,Unknown,Bodily Force,Neck Restraint: subject lost conciousness,White,Male,42.0,Assaulted Officer                                                              ,1,Elliot Park
2019/04/15 23:06:00,Disturbance ,Yes,CIC     ,Unknown,Bodily Force,Punch,White,Male,42.0,Assaulted Officer                                                              ,1,Elliot Park
2019/04/16 03:52:11,Poss Personal Injury Acc ,Yes,DWIREF  ,Unknown,Bodily Force,Body Weight Pin,Black,Male,22.0,Verbal Non-Compliance                                                          ,2,Beltrami
2019/04/16 03:52:11,Poss Personal Injury Acc ,Yes,DWIREF  ,Unknown,Bodily Force,Body Weight Pin,Black,Male,22.0,Verbal Non-Compliance                                                          ,2,Beltrami
2019/04/17 22:08:52,Domestic Abuse-In Progress ,Yes,DASLT5  ,Unknown,Bodily Force,Takedown,White,Male,35.0,Commission of a Crime                                                          ,1,Cedar Riverside
2019/04/17 22:08:52,Domestic Abuse-In Progress ,Yes,DASLT5  ,Unknown,Bodily Force,Neck Restraint: subject did not lose conciousness,White,Male,35.0,Commission of a Crime                                                          ,1,Cedar Riverside
2019/04/18 18:26:06,Domestic Abuse-In Progress ,Yes,FORCE   ,Unknown,Chemical Irritant,Personal Mace,,Female,17.0,Assaulted Officer                                                              ,3,Central
2019/04/19 02:20:54,Traffic Law Enforcement ,No,PSSFIR  ,Unknown,Bodily Force,Body Weight Pin,Black,Male,25.0,Fled on Foot                                                                   ,4,Jordan
2019/04/19 02:20:54,Traffic Law Enforcement ,No,PSSFIR  ,Unknown,Bodily Force,Takedown,Black,Male,25.0,Fled on Foot                                                                   ,4,Jordan
2019/04/19 02:20:54,Traffic Law Enforcement ,No,PSSFIR  ,Unknown,Bodily Force,Body Weight Pin,Black,Male,25.0,Fled on Foot                                                                   ,4,Jordan
2019/04/20 01:57:12,Fight ,Yes,ASLT2   ,Unknown,Bodily Force,Knee,White,Male,44.0,Fled on Foot                                                                   ,3,East Phillips
2019/04/20 02:14:21,Disturbance ,No,DISCON  ,Unknown,Chemical Irritant,Crowd Control Mace,White,Male,,Verbal Non-Compliance                                                          ,1,Downtown West
2019/04/20 02:37:17,Disturbance ,No,FORCE   ,Unknown,Chemical Irritant,Crowd Control Mace,Black,Male,,Other                                                                          ,1,Downtown West
2019/04/20 02:37:17,Disturbance ,No,FORCE   ,Unknown,Chemical Irritant,Crowd Control Mace,Black,Male,,Other                                                                          ,1,Downtown West
2019/04/20 23:48:03,Burglary Dwlng In Progress ,Yes,FORCE   ,Unknown,Bodily Force,Takedown,White,Male,26.0,,2,St. Anthony East
2019/04/21 18:25:20,Suspicious Person ,No,ASLT4   ,Unknown,Bodily Force,Body Weight Pin,Black,Female,21.0,Assaulted Officer                                                              ,4,Willard - Hay
2019/04/21 18:25:20,Suspicious Person ,No,ASLT4   ,Unknown,Bodily Force,Body Weight Pin,Black,Female,21.0,Assaulted Officer                                                              ,4,Willard - Hay
2019/04/21 18:25:20,Suspicious Person ,No,ASLT4   ,Unknown,Bodily Force,Joint Lock,Black,Female,21.0,Assaulted Officer                                                              ,4,Willard - Hay
2019/04/21 18:25:20,Suspicious Person ,No,ASLT4   ,Unknown,Taser,Display,Black,Female,21.0,Assaulted Officer                                                              ,4,Willard - Hay
2019/04/21 18:25:20,Suspicious Person ,No,ASLT4   ,Unknown,Bodily Force,Push Away,Black,Female,21.0,Assaulted Officer                                                              ,4,Willard - Hay
2019/04/21 18:25:20,Suspicious Person ,No,ASLT4   ,Unknown,Bodily Force,Takedown,Black,Female,21.0,Assaulted Officer                                                              ,4,Willard - Hay
2019/04/24 18:58:12,Domestic Abuse-In Progress ,Yes,DASTR   ,Unknown,Bodily Force,Takedown,Black,Male,45.0,Verbal Non-Compliance                                                          ,4,McKinley
2019/04/24 18:58:12,Domestic Abuse-In Progress ,Yes,DASTR   ,Unknown,Bodily Force,Takedown,Black,Male,45.0,,4,McKinley
2019/04/24 18:58:12,Domestic Abuse-In Progress ,Yes,DASTR   ,Unknown,Bodily Force,Body Weight Pin,Black,Male,45.0,Verbal Non-Compliance                                                          ,4,McKinley
2019/04/25 02:58:35,Recover Vehicle ,No,STOLMV  ,Unknown,Bodily Force,Body Weight Pin,Black,Male,37.0,,4,Jordan
2019/04/25 02:58:35,Recover Vehicle ,No,STOLMV  ,Unknown,Bodily Force,Takedown,Black,Male,37.0,,4,Jordan
2019/04/26 18:33:02,High Risk Warrant Entry ,No,NARC    ,Unknown,Taser,Firing Darts,Black,Male,17.0,Fled in a Vehicle                                                              ,3,Ventura Village
2019/04/26 18:33:02,High Risk Warrant Entry ,No,NARC    ,Unknown,Bodily Force,Punch,Black,Male,,Tensed                                                                         ,3,Ventura Village
2019/04/27 17:05:12,Audible Business Alarm ,No,BURGTL  ,Unknown,Bodily Force,Body Weight Pin,White,Male,45.0,Verbal Non-Compliance                                                          ,2,Holland
2019/04/27 17:05:12,Audible Business Alarm ,No,BURGTL  ,Unknown,Bodily Force,Takedown,White,Male,45.0,Verbal Non-Compliance                                                          ,2,Holland
2019/04/28 01:06:05,Domestic ,Yes,DAMPRP  ,Unknown,Taser,Firing Darts,White,Female,31.0,Other                                                                          ,4,Webber - Camden
2019/04/28 04:35:16,Suspicious Person ,No,STOLMV  ,Unknown,Chemical Irritant,Personal Mace,Black,Male,25.0,Fled in a Vehicle                                                              ,4,Webber - Camden
2019/04/28 23:48:26,Unwanted Person ,Yes,DISCON  ,Unknown,Bodily Force,Takedown,Black,Male,30.0,Verbal Non-Compliance                                                          ,1,Downtown West
